date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:08:56	4207/4207	---M-Z	200	added ('OK')	text/html	etag:%221926459184%22	https://www.allegro.cc/manual/5/index.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/index.html	(from )
18:08:59	125/125	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:08:58%20GMT	https://www.allegro.cc/robots.txt		(from )
18:09:00	2647/2647	---M-Z	200	added ('OK')	text/css	etag:%221826595706%22	https://www.allegro.cc/manual/5/manual.css	/home/joao/websites/Allegro/www.allegro.cc/manual/5/manual.css	(from https://www.allegro.cc/manual/5/index.html)
18:09:01	3696/3696	---M-Z	200	added ('OK')	text/html	etag:%223824299315%22	https://www.allegro.cc/manual/5/config.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/config.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:02	5791/5791	---M-Z	200	added ('OK')	text/html	etag:%223891603760%22	https://www.allegro.cc/manual/5/display.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/display.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:03	4340/4340	---M-Z	200	added ('OK')	text/html	etag:%221985227568%22	https://www.allegro.cc/manual/5/events.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/events.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:03	5538/5538	---M-Z	200	added ('OK')	text/html	etag:%224005307696%22	https://www.allegro.cc/manual/5/file.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/file.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:04	5090/5090	---M-Z	200	added ('OK')	text/html	etag:%224227081008%22	https://www.allegro.cc/manual/5/fshook.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/fshook.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:06	4339/4339	---M-Z	200	added ('OK')	text/html	etag:%221992107824%22	https://www.allegro.cc/manual/5/fixed.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/fixed.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:07	8423/8423	---M-Z	200	added ('OK')	text/html	etag:%221788297014%22	https://www.allegro.cc/manual/5/graphics.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/graphics.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:08	4078/4078	---M-Z	200	added ('OK')	text/html	etag:%222050779440%22	https://www.allegro.cc/manual/5/joystick.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/joystick.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:09	5899/5899	---M-Z	200	added ('OK')	text/html	etag:%223690818352%22	https://www.allegro.cc/manual/5/keyboard.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/keyboard.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:10	3122/3122	---M-Z	200	added ('OK')	text/html	etag:%224271268147%22	https://www.allegro.cc/manual/5/memory.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/memory.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:11	4178/4178	---M-Z	200	added ('OK')	text/html	etag:%222117893424%22	https://www.allegro.cc/manual/5/mouse.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/mouse.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:11	4582/4582	---M-Z	200	added ('OK')	text/html	etag:%223184963379%22	https://www.allegro.cc/manual/5/path.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/path.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:13	2778/2778	---M-Z	200	added ('OK')	text/html	etag:%223023873840%22	https://www.allegro.cc/manual/5/state.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/state.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:14	3170/3170	---M-Z	200	added ('OK')	text/html	etag:%22741646640%22	https://www.allegro.cc/manual/5/system.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/system.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:16	4271/4271	---M-Z	200	added ('OK')	text/html	etag:%222687869747%22	https://www.allegro.cc/manual/5/threads.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/threads.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:18	2805/2805	---M-Z	200	added ('OK')	text/html	etag:%222295446832%22	https://www.allegro.cc/manual/5/time.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/time.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:18	3536/3536	---M-Z	200	added ('OK')	text/html	etag:%221018347312%22	https://www.allegro.cc/manual/5/timer.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/timer.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:19	8144/8144	---M-Z	200	added ('OK')	text/html	etag:%222890984757%22	https://www.allegro.cc/manual/5/transformations.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/transformations.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:21	17259/17259	---M-Z	200	added ('OK')	text/html	etag:%222886682618%22	https://www.allegro.cc/manual/5/utf8.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/utf8.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:22	2546/2546	---M-Z	200	added ('OK')	text/html	etag:%221850893107%22	https://www.allegro.cc/manual/5/misc.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/misc.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:24	2986/2986	---M-Z	200	added ('OK')	text/html	etag:%222379393840%22	https://www.allegro.cc/manual/5/platform.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/platform.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:25	3052/3052	---M-Z	200	added ('OK')	text/html	etag:%224202049331%22	https://www.allegro.cc/manual/5/direct3d.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/direct3d.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:26	3917/3917	---M-Z	200	added ('OK')	text/html	etag:%22217296176%22	https://www.allegro.cc/manual/5/opengl.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/opengl.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:27	13759/13759	---M-Z	200	added ('OK')	text/html	etag:%221781450747%22	https://www.allegro.cc/manual/5/audio.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/audio.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:28	2624/2624	---M-Z	200	added ('OK')	text/html	etag:%221653727539%22	https://www.allegro.cc/manual/5/acodec.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/acodec.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:28	3762/3762	---M-Z	200	added ('OK')	text/html	etag:%223860332339%22	https://www.allegro.cc/manual/5/color.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/color.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:30	4775/4775	---M-Z	200	added ('OK')	text/html	etag:%221714495792%22	https://www.allegro.cc/manual/5/font.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/font.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:32	2692/2692	---M-Z	200	added ('OK')	text/html	etag:%221677094195%22	https://www.allegro.cc/manual/5/image.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/image.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:32	2756/2756	---M-Z	200	added ('OK')	text/html	etag:%221718773555%22	https://www.allegro.cc/manual/5/memfile.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/memfile.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:33	3609/3609	---M-Z	200	added ('OK')	text/html	etag:%223806166835%22	https://www.allegro.cc/manual/5/native_dialog.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/native_dialog.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:35	3378/3378	---M-Z	200	added ('OK')	text/html	etag:%22607955248%22	https://www.allegro.cc/manual/5/physfs.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/physfs.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:36	13319/13319	---M-Z	200	added ('OK')	text/html	etag:%222827356152%22	https://www.allegro.cc/manual/5/primitives.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/primitives.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:37	13260/13260	---M-Z	200	added ('OK')	text/html	etag:%222122057723%22	https://www.allegro.cc/manual/5/getting_started.html	/home/joao/websites/Allegro/www.allegro.cc/manual/5/getting_started.html	(from https://www.allegro.cc/manual/5/index.html)
18:09:38	7843/7843	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:37%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_CONFIG	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_CONFIG.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:40	6067/6067	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:39%20GMT	https://www.allegro.cc/manual/5/al_create_config	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_create_config.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:41	6515/6515	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:41%20GMT	https://www.allegro.cc/manual/5/al_destroy_config	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_destroy_config.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:43	6959/6959	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:43%20GMT	https://www.allegro.cc/manual/5/al_load_config_file	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_load_config_file.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:45	5876/5876	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:44%20GMT	https://www.allegro.cc/manual/5/al_load_config_file_f	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_load_config_file_f.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:46	6428/6428	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:46%20GMT	https://www.allegro.cc/manual/5/al_save_config_file	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_save_config_file.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:48	6031/6031	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:47%20GMT	https://www.allegro.cc/manual/5/al_save_config_file_f	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_save_config_file_f.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:49	5707/5707	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:49%20GMT	https://www.allegro.cc/manual/5/al_add_config_section	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_add_config_section.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:51	6064/6064	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:50%20GMT	https://www.allegro.cc/manual/5/al_add_config_comment	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_add_config_comment.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:53	7487/7487	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:52%20GMT	https://www.allegro.cc/manual/5/al_get_config_value	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_config_value.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:54	8709/8709	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:53%20GMT	https://www.allegro.cc/manual/5/al_set_config_value	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_config_value.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:55	6555/6555	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:55%20GMT	https://www.allegro.cc/manual/5/al_get_first_config_section	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_first_config_section.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:57	6168/6168	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:56%20GMT	https://www.allegro.cc/manual/5/al_get_next_config_section	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_next_config_section.html	(from https://www.allegro.cc/manual/5/config.html)
18:09:58	6559/6559	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:57%20GMT	https://www.allegro.cc/manual/5/al_get_first_config_entry	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_first_config_entry.html	(from https://www.allegro.cc/manual/5/config.html)
18:10:00	5996/5996	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:09:59%20GMT	https://www.allegro.cc/manual/5/al_get_next_config_entry	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_next_config_entry.html	(from https://www.allegro.cc/manual/5/config.html)
18:10:02	6036/6036	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:01%20GMT	https://www.allegro.cc/manual/5/al_merge_config	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_merge_config.html	(from https://www.allegro.cc/manual/5/config.html)
18:10:03	5870/5870	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:03%20GMT	https://www.allegro.cc/manual/5/al_merge_config_into	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_merge_config_into.html	(from https://www.allegro.cc/manual/5/config.html)
18:10:05	13425/13425	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:04%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_DISPLAY	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_DISPLAY.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:06	14413/14413	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:05%20GMT	https://www.allegro.cc/manual/5/al_create_display	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_create_display.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:07	10885/10885	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:07%20GMT	https://www.allegro.cc/manual/5/al_destroy_display	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_destroy_display.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:09	8262/8262	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:08%20GMT	https://www.allegro.cc/manual/5/al_get_new_display_flags	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_new_display_flags.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:10	7632/7632	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:10%20GMT	https://www.allegro.cc/manual/5/al_get_new_display_refresh_rate	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_new_display_refresh_rate.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:11	7945/7945	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:11%20GMT	https://www.allegro.cc/manual/5/al_get_new_window_position	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_new_window_position.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:13	14686/14686	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:12%20GMT	https://www.allegro.cc/manual/5/al_set_new_display_option	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_new_display_option.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:14	8076/8076	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:14%20GMT	https://www.allegro.cc/manual/5/al_get_new_display_option	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_new_display_option.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:16	7557/7557	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:15%20GMT	https://www.allegro.cc/manual/5/al_reset_new_display_options	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_reset_new_display_options.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:17	14537/14537	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:17%20GMT	https://www.allegro.cc/manual/5/al_set_new_display_flags	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_new_display_flags.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:19	9146/9146	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:18%20GMT	https://www.allegro.cc/manual/5/al_set_new_display_refresh_rate	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_new_display_refresh_rate.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:20	9938/9938	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:20%20GMT	https://www.allegro.cc/manual/5/al_set_new_window_position	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_new_window_position.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:22	10628/10628	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:21%20GMT	https://www.allegro.cc/manual/5/al_acknowledge_resize	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_acknowledge_resize.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:23	14505/14505	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:23%20GMT	https://www.allegro.cc/manual/5/al_flip_display	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_flip_display.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:24	10869/10869	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:24%20GMT	https://www.allegro.cc/manual/5/al_get_backbuffer	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_backbuffer.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:26	9490/9490	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:25%20GMT	https://www.allegro.cc/manual/5/al_get_display_flags	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_flags.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:28	7961/7961	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:27%20GMT	https://www.allegro.cc/manual/5/al_get_display_format	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_format.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:29	10252/10252	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:29%20GMT	https://www.allegro.cc/manual/5/al_get_display_height	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_height.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:31	7810/7810	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:30%20GMT	https://www.allegro.cc/manual/5/al_get_display_refresh_rate	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_refresh_rate.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:32	10402/10402	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:32%20GMT	https://www.allegro.cc/manual/5/al_get_display_width	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_width.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:34	9277/9277	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:33%20GMT	https://www.allegro.cc/manual/5/al_get_window_position	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_window_position.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:35	8078/8078	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:35%20GMT	https://www.allegro.cc/manual/5/al_inhibit_screensaver	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_inhibit_screensaver.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:37	10198/10198	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:36%20GMT	https://www.allegro.cc/manual/5/al_resize_display	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_resize_display.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:38	9845/9845	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:38%20GMT	https://www.allegro.cc/manual/5/al_set_display_icon	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_display_icon.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:39	10044/10044	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:39%20GMT	https://www.allegro.cc/manual/5/al_get_display_option	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_option.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:41	9904/9904	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:41%20GMT	https://www.allegro.cc/manual/5/al_set_window_position	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_window_position.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:43	10286/10286	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:42%20GMT	https://www.allegro.cc/manual/5/al_set_window_title	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_window_title.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:44	10264/10264	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:44%20GMT	https://www.allegro.cc/manual/5/al_toggle_display_flag	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_toggle_display_flag.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:46	8369/8369	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:46%20GMT	https://www.allegro.cc/manual/5/al_update_display_region	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_update_display_region.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:47	9345/9345	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:47%20GMT	https://www.allegro.cc/manual/5/al_wait_for_vsync	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_wait_for_vsync.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:49	12258/12258	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:48%20GMT	https://www.allegro.cc/manual/5/al_get_display_event_source	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_event_source.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:50	10623/10623	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:49%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_DISPLAY_MODE	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_DISPLAY_MODE.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:52	10582/10582	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:51%20GMT	https://www.allegro.cc/manual/5/al_get_display_mode	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_display_mode.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:53	10213/10213	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:53%20GMT	https://www.allegro.cc/manual/5/al_get_num_display_modes	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_num_display_modes.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:55	10559/10559	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:54%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_MONITOR_INFO	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_MONITOR_INFO.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:56	8192/8192	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:56%20GMT	https://www.allegro.cc/manual/5/al_get_new_display_adapter	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_new_display_adapter.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:58	9629/9629	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:58%20GMT	https://www.allegro.cc/manual/5/al_set_new_display_adapter	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_set_new_display_adapter.html	(from https://www.allegro.cc/manual/5/display.html)
18:10:59	10184/10184	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:10:59%20GMT	https://www.allegro.cc/manual/5/al_get_monitor_info	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_monitor_info.html	(from https://www.allegro.cc/manual/5/display.html)
18:11:01	9102/9102	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:00%20GMT	https://www.allegro.cc/manual/5/al_get_num_video_adapters	/home/joao/websites/Allegro/www.allegro.cc/manual/5/al_get_num_video_adapters.html	(from https://www.allegro.cc/manual/5/display.html)
18:11:02	27142/27142	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:02%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_EVENT	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_EVENT.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:04	9596/9596	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:03%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_USER_EVENT	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_USER_EVENT.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:05	13970/13970	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:05%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_EVENT_QUEUE	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_EVENT_QUEUE.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:07	10839/10839	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:06%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_EVENT_SOURCE	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_EVENT_SOURCE.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:08	8653/8653	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:07%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_EVENT_TYPE	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_EVENT_TYPE.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:10	9978/9978	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:09%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_GET_EVENT_TYPE	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_GET_EVENT_TYPE.html	(from https://www.allegro.cc/manual/5/events.html)
18:11:11	8473/8473	---MCZ	200	added ('OK')	text/html	date:Sun,%2026%20Jun%202022%2021:11:11%20GMT	https://www.allegro.cc/manual/5/ALLEGRO_EVENT_TYPE_IS_USER	/home/joao/websites/Allegro/www.allegro.cc/manual/5/ALLEGRO_EVENT_TYPE_IS_USER.html	(from https://www.allegro.cc/manual/5/events.html)
